Standardized_SMILES,Scaffold,Measurement_Value_scaled
Cc1cc(C)cc(-c2ccc(NC(=O)c3cc4sc(N5CCOCC5)nc4s3)cc2)c1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,0.8681825137878435
O=C(Nc1ccc(-c2cc(F)cc(F)c2)cc1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,0.5606211127064504
O=C(Nc1ccc(-c2cc(Cl)cc(Cl)c2)cc1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,1.1949665024368232
O=C(Nc1ccc(-c2cc(Br)cc(Br)c2)cc1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,1.5217504910858028
O=C(Nc1ccc(-c2cc(I)cc(I)c2)cc1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,1.9638700051403042
COc1cc(OC)c(F)c(-c2ccc(NC(=O)c3cc4sc(N5CCNCC5)nc4s3)cc2)c1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,0.3683952370305789
Cc1cc(C)c(Cl)c(-c2ccc(NC(=O)c3cc4sc(N5CCOCC5)nc4s3)cc2)c1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,1.0027406267609518
O=C(Nc1ccc(-c2cc(F)c(F)c(F)c2)cc1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,0.675956638111972
O=C(Nc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,1.387192378112693
COc1cc(OC)c(OC)c(-c2ccc(NC(=O)c3cc4sc(N5CCNCC5)nc4s3)cc2)c1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,0.09927901108436085
Cc1cc(C)c(C)c(-c2ccc(NC(=O)c3cc4sc(N5CCOCC5)nc4s3)cc2)c1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,1.0604083894637133
O=C(Nc1ccc(-c2cc(F)cc(F)c2F)cc1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,0.675956638111972
O=C(Nc1ccc(-c2cc(Cl)cc(Cl)c2Cl)cc1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,1.5794182537885646
O=C(Nc1ccc(-c2c(Br)cc(Br)cc2Br)cc1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCNCC3)nc2s1,2.098428118113414
O=C(Nc1ccc(-c2c(I)cc(I)cc2I)cc1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccc(-c2ccccc2)cc1)c1cc2sc(N3CCOCC3)nc2s1,2.732773507843787
COc1ccc(NC(=O)c2cc3sc(N4CCOCC4)nc3s2)c(OC)c1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.9383152710798663
CC(C)c1ccc(NC(=O)c2cc3sc(N4CCNCC4)nc3s2)cc1C(C)C,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,1.0027406267609518
O=C(Nc1ccc(F)c(F)c1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.5538635197281252
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.5350663786460119
O=C(Nc1ccc(Br)c(Br)c1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-0.15061462729427058
O=C(Nc1ccc(I)c(I)c1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,0.23383712405747076
COc1cc(NC(=O)c2cc3sc(N4CCOCC4)nc3s2)cc(OC)c1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.822979745674344
Cc1cc(C)cc(NC(=O)c2cc3sc(N4CCNCC4)nc3s2)c1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.7272922543218817
O=C(Nc1cc(F)cc(F)c1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.4385279943226028
O=C(Nc1cc(Cl)cc(Cl)c1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.400508265672902
O=C(Nc1cc(Br)cc(Br)c1)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-0.016056514321160686
O=C(Nc1cc(I)cc(I)c1)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,0.3683952370305789
COc1cccc(NC(=O)c2cc3sc(N4CCOCC4)nc3s2)c1OC,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.6884216327012342
Cc1cccc(NC(=O)c2cc3sc(N4CCNCC4)nc3s2)c1C,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.5927341413487736
O=C(Nc1cccc(F)c1F)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.3039698813494938
O=C(Nc1cccc(Cl)c1Cl)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.2851727402673805
O=C(Nc1cccc(Br)c1Br)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,0.09927901108436085
O=C(Nc1cccc(I)c1I)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,0.4837307624361022
COc1cc(OC)c(NC(=O)c2cc3sc(N4CCOCC4)nc3s2)c(OC)c1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.5538635197281252
Cc1cc(C)c(NC(=O)c2cc3sc(N4CCNCC4)nc3s2)c(C)c1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.4773986159432503
O=C(Nc1c(F)cc(F)cc1F)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,-1.1694117683763838
O=C(Nc1c(Cl)cc(Cl)cc1Cl)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,-0.15061462729427058
O=C(Nc1c(Br)cc(Br)cc1Br)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCOCC3)nc2s1,0.23383712405747076
O=C(Nc1c(I)cc(I)cc1I)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1ccccc1)c1cc2sc(N3CCNCC3)nc2s1,0.6182888754092121
COc1ccc(NC(=O)c2cc3sc(N4CCOCC4)nc3s2)c2ccccc12,O=C(Nc1cccc2ccccc12)c1cc2sc(N3CCOCC3)nc2s1,-0.3428405029701404
Cc1ccc(NC(=O)c2cc3sc(N4CCNCC4)nc3s2)c2ccccc12,O=C(Nc1cccc2ccccc12)c1cc2sc(N3CCNCC3)nc2s1,-0.09294686459150894
O=C(Nc1ccc(F)c2ccccc12)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1cccc2ccccc12)c1cc2sc(N3CCOCC3)nc2s1,-0.5350663786460119
O=C(Nc1ccc(Cl)c2ccccc12)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1cccc2ccccc12)c1cc2sc(N3CCNCC3)nc2s1,-0.016056514321160686
O=C(Nc1ccc(Br)c2ccccc12)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1cccc2ccccc12)c1cc2sc(N3CCOCC3)nc2s1,0.17616936135470912
O=C(Nc1ccc(I)c2ccccc12)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1cccc2ccccc12)c1cc2sc(N3CCNCC3)nc2s1,0.3683952370305789
COc1ccc(NC(=O)c2cc3sc(N4CCOCC4)nc3s2)c2c1CCCC2,O=C(Nc1cccc2c1CCCC2)c1cc2sc(N3CCOCC3)nc2s1,-0.15061462729427058
Cc1ccc(NC(=O)c2cc3sc(N4CCNCC4)nc3s2)c2c1CCCC2,O=C(Nc1cccc2c1CCCC2)c1cc2sc(N3CCNCC3)nc2s1,0.09927901108436085
O=C(Nc1ccc(F)c2c1CCCC2)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1cccc2c1CCCC2)c1cc2sc(N3CCOCC3)nc2s1,-0.3428405029701404
O=C(Nc1ccc(Cl)c2c1CCCC2)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1cccc2c1CCCC2)c1cc2sc(N3CCNCC3)nc2s1,0.17616936135470912
O=C(Nc1ccc(Br)c2c1CCCC2)c1cc2sc(N3CCOCC3)nc2s1,O=C(Nc1cccc2c1CCCC2)c1cc2sc(N3CCOCC3)nc2s1,0.3683952370305789
O=C(Nc1ccc(I)c2c1CCCC2)c1cc2sc(N3CCNCC3)nc2s1,O=C(Nc1cccc2c1CCCC2)c1cc2sc(N3CCNCC3)nc2s1,0.5606211127064504
